ID,x,y,condition,CI,condition_names
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.33206233382225037,0.2858731150627136,1.0,0.08327628619021699,C- R-
9.0,0.3320620059967041,0.2858734130859375,1.0,0.08327516282341896,C- R-
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969304798170924,0.76578289270401,2.0,-0.9942355251291377,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969304798170924,0.76578289270401,2.0,-0.9942355251291377,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.002969310386106372,0.7657825350761414,2.0,-0.9942355106971559,C+ R+
9.0,0.1314534693956375,0.4724864959716797,3.0,-0.6062450400247776,C+ R-
9.0,0.1314530372619629,0.4724870026111603,3.0,-0.6062465297145891,C+ R-
9.0,0.1314530372619629,0.4724870026111603,3.0,-0.6062465297145891,C+ R-
9.0,0.1314530372619629,0.4724870026111603,3.0,-0.6062465297145891,C+ R-
9.0,0.1314534693956375,0.4724864959716797,3.0,-0.6062450400247776,C+ R-
9.0,0.1314534693956375,0.4724864959716797,3.0,-0.6062450400247776,C+ R-
9.0,0.1314530372619629,0.4724870026111603,3.0,-0.6062465297145891,C+ R-
9.0,0.1314534693956375,0.4724864959716797,3.0,-0.6062450400247776,C+ R-
9.0,0.1314530372619629,0.4724870026111603,3.0,-0.6062465297145891,C+ R-
9.0,0.1314534693956375,0.4724864959716797,3.0,-0.6062450400247776,C+ R-
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.7066992521286011,0.006253803614526987,0.0,0.986533598589834,C- R+
10.0,0.5827224850654602,0.047999728471040726,1.0,0.8736226480546927,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.582724392414093,0.047998398542404175,1.0,0.873626462596441,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.582724392414093,0.047998398542404175,1.0,0.873626462596441,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.5827226638793945,0.04799969121813774,1.0,0.8736227865207549,C- R-
10.0,0.582723081111908,0.047999341040849686,1.0,0.8736237694833093,C- R-
10.0,0.006099323276430368,0.6414132118225098,2.0,-0.9851287694145557,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.006099323276430368,0.641413152217865,2.0,-0.9851287676698699,C+ R+
10.0,0.0158309955149889,0.5659486055374146,3.0,-0.9553861105798823,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.0158309955149889,0.5659486055374146,3.0,-0.9553861105798823,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.0158309955149889,0.5659486055374146,3.0,-0.9553861105798823,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
10.0,0.01583157852292061,0.565947949886322,3.0,-0.9553844334302495,C+ R-
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.6976282000541687,0.006483815610408783,0.0,0.9858049455495121,C- R+
11.0,0.5750693082809448,0.05580264329910278,1.0,0.8519854011643102,C- R-
