block length,choice ratio,reward ratio
50.0,0.24,0.047619047619047616
25.0,0.2,0.6666666666666666
134.0,0.6865671641791045,1.0
25.0,0.56,0.42857142857142855
9.0,0.3333333333333333,
5.0,0.2,0.0
145.0,0.7586206896551724,0.990990990990991
134.0,0.06716417910447761,0.0
25.0,0.16,0.3333333333333333
9.0,0.4444444444444444,
95.0,0.6210526315789474,0.6949152542372882
55.0,0.5636363636363636,0.2727272727272727
9.0,0.3333333333333333,
50.0,0.58,0.6666666666666666
15.0,0.26666666666666666,0.0
25.0,0.4,0.6
25.0,0.52,0.25
35.0,0.05714285714285714,0.09090909090909091
9.0,0.5555555555555556,
50.0,0.42,0.18181818181818182
15.0,0.5333333333333333,1.0
25.0,0.68,0.4444444444444444
25.0,0.32,0.5714285714285714
35.0,0.2571428571428571,0.21428571428571427
9.0,0.2222222222222222,
75.0,0.38666666666666666,0.46808510638297873
75.0,0.22666666666666666,0.023255813953488372
9.0,0.3333333333333333,
50.0,0.3,0.0
40.0,0.225,0.5
25.0,0.36,0.14285714285714285
20.0,0.15,0.2727272727272727
15.0,0.2,0.18181818181818182
54.0,0.46296296296296297,1.0
40.0,0.525,0.4117647058823529
25.0,0.52,0.5882352941176471
5.0,0.6,0.5
35.0,0.42857142857142855,0.6111111111111112
54.0,0.37037037037037035,0.0
40.0,0.45,0.4666666666666667
25.0,0.4,0.46153846153846156
5.0,0.4,0.4
35.0,0.4,0.25925925925925924
9.0,0.4444444444444444,
50.0,0.34,0.5
40.0,0.375,0.2727272727272727
25.0,0.6,0.8571428571428571
20.0,0.4,0.3333333333333333
15.0,0.26666666666666666,0.42857142857142855
9.0,0.3333333333333333,
10.0,0.5,0.75
10.0,0.1,0.0
65.0,0.5538461538461539,0.6521739130434783
5.0,0.6,0.0
60.0,0.5666666666666667,0.8
9.0,0.6666666666666666,
50.0,0.44,0.25
20.0,0.6,0.75
5.0,0.4,0.5
75.0,0.5466666666666666,0.375
9.0,0.4444444444444444,
50.0,0.58,0.6923076923076923
20.0,0.45,0.0
5.0,0.8,1.0
75.0,0.6933333333333334,0.8
9.0,0.5555555555555556,
5.0,0.8,1.0
35.0,0.5142857142857142,0.14285714285714285
10.0,0.6,0.75
25.0,0.6,0.2857142857142857
25.0,0.28,0.18181818181818182
15.0,0.2,0.3333333333333333
35.0,0.37142857142857144,0.7
9.0,0.3333333333333333,
15.0,0.5333333333333333,0.5
40.0,0.35,0.4666666666666667
30.0,0.06666666666666667,0.06666666666666667
35.0,0.2857142857142857,1.0
15.0,0.2,0.2
15.0,0.6,0.8888888888888888
9.0,0.3333333333333333,
30.0,0.3,0.3125
20.0,0.3,0.06666666666666667
70.0,0.5285714285714286,0.7045454545454546
10.0,0.6,0.25
20.0,0.4,0.42857142857142855
9.0,0.1111111111111111,
30.0,0.13333333333333333,0.1
20.0,0.0,0.0
70.0,0.0,0.0
10.0,0.0,0.0
20.0,0.0,0.0
9.0,0.2222222222222222,
35.0,0.5714285714285714,0.6521739130434783
40.0,0.225,0.058823529411764705
5.0,0.0,
15.0,0.26666666666666666,0.18181818181818182
15.0,0.2,0.5
10.0,0.6,0.2
30.0,0.3333333333333333,0.5555555555555556
9.0,0.1111111111111111,
65.0,0.09230769230769231,0.1875
85.0,0.011764705882352941,0.02
104.0,0.11538461538461539,0.0
5.0,0.0,
25.0,0.0,0.0
25.0,0.0,0.0
9.0,0.4444444444444444,
100.0,0.54,0.4523809523809524
15.0,0.4,0.0
25.0,0.44,0.4444444444444444
10.0,0.7,0.6
9.0,0.6666666666666666,
100.0,0.47,0.5666666666666667
15.0,0.6,0.8
25.0,0.44,0.5555555555555556
10.0,0.5,0.75
9.0,0.1111111111111111,
15.0,0.3333333333333333,0.5
25.0,0.28,0.1111111111111111
5.0,0.4,0.0
30.0,0.4,0.6666666666666666
50.0,0.62,1.0
25.0,0.52,0.5
9.0,0.4444444444444444,
15.0,0.0,0.0
25.0,0.12,0.1111111111111111
5.0,0.8,1.0
30.0,0.2,0.23076923076923078
50.0,0.48,1.0
25.0,0.72,0.0
9.0,0.1111111111111111,
15.0,0.4666666666666667,0.3333333333333333
25.0,0.28,0.8333333333333334
5.0,0.4,1.0
30.0,0.5333333333333333,0.625
50.0,0.14,0.0
25.0,0.16,0.4
134.0,0.07462686567164178,0.0
25.0,0.04,0.5
9.0,0.5555555555555556,
5.0,0.4,0.0
145.0,0.9724137931034482,0.9929577464788732
9.0,0.1111111111111111,
95.0,0.45263157894736844,0.6065573770491803
55.0,0.36363636363636365,0.07692307692307693
